id,_3_4_methylenedioxyethylamphetamine,_3_4_methylene_dioxy_methylamphetamine,couleur,diametre,epaisseur,forme,hauteur,largeur,masse
429,0,0,Blanc Cassé,0,0,,0,0,0
430,0,0,Blanc Cassé,0,0,,0,0,0
431,0,0,Blanc Cassé,0,0,,0,0,0
432,0,0,Blanc Cassé,0,0,,0,0,0
433,0,0,Blanc Cassé,0,0,,0,0,0
434,0,0,Blanc Cassé,0,0,,0,0,0
435,0,0,Blanc Cassé,0,0,,0,0,0
436,0,0,Blanc Cassé,0,0,,0,0,0
437,0,0,Blanc Cassé,0,0,,0,0,0
438,0,0,Blanc Cassé,0,0,,0,0,0
439,0,0,Blanc Cassé,0,0,,0,0,0
440,0,0,Blanc Cassé,0,0,,0,0,0
441,0,0,Blanc Cassé,0,0,,0,0,0
442,0,0,Blanc Cassé,0,0,,0,0,0
443,0,0,Blanc Cassé,0,0,,0,0,0
447,0,0,Blanc Cassé,0,0,,0,0,0
456,0,0,Blanche,0,0,,0,0,0
457,7.5,0,Blanche,0,0,,0,0,0
459,97.7,0,Translucide,0,0,,0,0,0
479,0,0,Vert,0,5.1,Autre,14,10,603
480,0,0,Vert,0,5.1,Autre,14,10,603
481,0,0,Vert,0,5.1,Autre,14,10,603
482,0,0,Vert,0,5.1,Autre,14,10,603
483,0,0,Vert,0,5.1,Autre,14,10,603
484,0,0,Vert,0,5.1,Autre,14,10,603
522,13,0,Rose,0,2.05,Rectangulaire_Carré,7.22,13.71,567
523,13,0,Rose,0,2.05,Rectangulaire_Carré,7.22,13.71,567
524,13,0,Rose,0,2.05,Rectangulaire_Carré,7.22,13.71,567
538,42.8,0,Rose,0,4.3,Autre,14.72,10.68,542
556,93,0,Blanc Cassé,0,0,,0,0,0
557,100,0,Blanc Cassé,0,0,,0,0,0
558,99,0,Blanc Cassé,0,0,,0,0,0
559,98,0,Blanc Cassé,0,0,,0,0,0
560,89,0,Blanc Cassé,0,0,,0,0,0
561,100,0,Blanc Cassé,0,0,,0,0,0
612,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
613,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
614,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
615,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
616,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
617,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
618,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
619,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
620,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
621,0,0,Rose,0,10.8,Triangulaire,10.57,5.63,445
623,21.1,0,Vert,11.08,4.02,Circulaire,0,0,404
624,21.3,0,Vert,11.08,3.78,Circulaire,0,0,401
625,25.2,0,Blanche,0,5.13,Rectangulaire_Carré,6.08,12.18,419
626,25.2,0,Blanche,0,5.13,Rectangulaire_Carré,6.08,12.18,419
627,25.2,0,Blanche,0,5.13,Rectangulaire_Carré,6.08,12.18,419
628,28,0,Blanche,0,4.97,Rectangulaire_Carré,6.08,12.19,422
632,42,0,Jaune,0,5.59,Autre,12.05,7.56,416
633,42,0,Jaune,0,5.59,Autre,12.05,7.56,416
652,51,0,Blanche,0,5.1,Autre,12.1,8.3,410
653,51,0,Blanche,0,5.1,Autre,12.1,8.3,410
721,26.3,0,Grise,0,5.32,Triangulaire,10.09,10.61,413
722,26.3,0,Grise,0,5.32,Triangulaire,10.09,10.61,413
723,26.3,0,Grise,0,5.32,Triangulaire,10.09,10.61,413
724,26.3,0,Grise,0,5.32,Triangulaire,10.09,10.61,413
725,26.3,0,Grise,0,5.32,Triangulaire,10.09,10.61,413
731,89,0,Beige,0,0,,0,0,0
732,38,0,Bleue,0,5.85,Polygonale,8.9,10,483
733,38,0,Bleue,0,5.85,Polygonale,8.9,10,483
734,38,0,Bleue,0,5.85,Polygonale,8.9,10,483
735,38,0,Bleue,0,5.85,Polygonale,8.9,10,483
736,38,0,Bleue,0,5.85,Polygonale,8.9,10,483
737,33,0,Grise,0,5.78,Polygonale,8.88,10.05,444
738,33,0,Grise,0,5.78,Polygonale,8.88,10.05,444
739,33,0,Grise,0,5.78,Polygonale,8.88,10.05,444
740,33,0,Grise,0,5.78,Polygonale,8.88,10.05,444
741,33,0,Grise,0,5.78,Polygonale,8.88,10.05,444
773,32,0,Violet,0,0,,0,0,0
774,32,0,Violet,0,0,,0,0,0
775,32,0,Violet,0,0,,0,0,0
776,32,0,Violet,0,0,,0,0,0
777,32,0,Violet,0,0,,0,0,0
787,32,0,Violet,0,0,,0,0,0
816,0,0,Blanche,0,0,,0,0,0
817,0,0,Blanche,0,0,,0,0,0
818,0,0,Blanche,0,0,,0,0,0
819,0,0,Blanche,0,0,,0,0,0
820,57.9,0,Vert,0,5.6,Autre,9.5,7.3,250
835,42.3,0,Rose,0,5.3,Autre,12.12,10.59,547
836,42.3,0,Rose,0,5.3,Autre,12.12,10.59,547
837,42.3,0,Rose,0,5.3,Autre,12.12,10.59,547
838,42.3,0,Rose,0,5.3,Autre,12.12,10.59,547
839,40.6,0,Vert,0,5.38,Autre,12.12,10.6,506
840,40.6,0,Vert,0,5.38,Autre,12.12,10.6,506
843,39.7,0,Beige,0,5.5,Autre,12.17,10.56,538
844,39.7,0,Beige,0,5.5,Autre,12.17,10.56,538
846,40.7,0,Grise,0,5.15,Autre,12.17,10.63,511
847,40.7,0,Grise,0,5.15,Autre,12.17,10.63,511
848,54.3,0,Jaune,0,4.79,Autre,7.55,12.05,334
849,54.3,0,Jaune,0,4.79,Autre,7.55,12.05,334
850,54.3,0,Jaune,0,4.79,Autre,7.55,12.05,334
851,54.3,0,Jaune,0,4.79,Autre,7.55,12.05,334
852,57.5,0,Violet,0,4.84,Autre,7.54,12.07,340
853,57.5,0,Violet,0,4.84,Autre,7.54,12.07,340
854,57.5,0,Violet,0,4.84,Autre,7.54,12.07,340
855,57.5,0,Violet,0,4.84,Autre,7.54,12.07,340
856,55.7,0,Rose,0,4.74,Autre,7.55,12.04,336
857,55.7,0,Rose,0,4.74,Autre,7.55,12.04,336
880,32,0,Bleue,0,4.85,Polygonale,13.14,10.96,523
881,32,0,Bleue,0,4.85,Polygonale,13.14,10.96,523
882,32,0,Bleue,0,4.85,Polygonale,13.14,10.96,523
883,32,0,Bleue,0,4.85,Polygonale,13.14,10.96,523
884,32,0,Bleue,0,4.85,Polygonale,13.14,10.96,523
885,55,0,Jaune,0,5.14,Rectangulaire_Carré,9.09,9.09,488
886,55,0,Jaune,0,5.14,Rectangulaire_Carré,9.09,9.09,488
887,55,0,Jaune,0,5.14,Rectangulaire_Carré,9.09,9.09,488
888,55,0,Jaune,0,5.14,Rectangulaire_Carré,9.09,9.09,488
889,55,0,Jaune,0,5.14,Rectangulaire_Carré,9.09,9.09,488
917,0,0,Blanche,0,0,,0,0,0
981,26.8,0,Grise,0,4,Rectangulaire_Carré,8.1,10.2,384
982,26.8,0,Grise,0,4,Rectangulaire_Carré,8.1,10.2,384
983,26.8,0,Grise,0,4,Rectangulaire_Carré,8.1,10.2,384
984,26.8,0,Grise,0,4,Rectangulaire_Carré,8.1,10.2,384
985,26.8,0,Grise,0,4,Rectangulaire_Carré,8.1,10.2,384
986,32.3,0,Vert,0,5.6,Triangulaire,10.3,8.9,399
987,32.3,0,Vert,0,5.6,Triangulaire,10.3,8.9,399
988,32.3,0,Vert,0,5.6,Triangulaire,10.3,8.9,399
989,32.3,0,Vert,0,5.6,Triangulaire,10.3,8.9,399
990,32.3,0,Vert,0,5.6,Triangulaire,10.3,8.9,399
991,45.3,0,Bleue,0,5.3,Autre,13.8,11.2,555
992,45.3,0,Bleue,0,5.3,Autre,13.8,11.2,555
993,45.3,0,Bleue,0,5.3,Autre,13.8,11.2,555
994,40.9,0,Bleue,0,5.3,Autre,13.8,11.2,583
995,40.9,0,Bleue,0,5.3,Autre,13.8,11.2,583
996,40.9,0,Bleue,0,5.3,Autre,13.8,11.2,583
997,40.9,0,Bleue,0,5.3,Autre,13.8,11.2,583
998,37.1,0,Bleue,0,5.2,Autre,13.8,11.2,541
999,37.1,0,Bleue,0,5.2,Autre,13.8,11.2,541
1000,37.1,0,Bleue,0,5.2,Autre,13.8,11.2,541
1001,38.8,0,Vert,0,4.6,Rectangulaire_Carré,7.6,12,391.4
1002,38.8,0,Vert,0,4.6,Rectangulaire_Carré,7.6,12,391.4
1003,38.8,0,Vert,0,4.6,Rectangulaire_Carré,7.6,12,391.4
1004,38.8,0,Vert,0,4.6,Rectangulaire_Carré,7.6,12,391.4
1005,38.8,0,Vert,0,4.6,Rectangulaire_Carré,7.6,12,391.4
1006,36.2,0,Grise,0,5.2,Autre,14.2,10.2,523
1007,36.2,0,Grise,0,5.2,Autre,14.2,10.2,523
1008,36.2,0,Grise,0,5.2,Autre,14.2,10.2,523
1009,36.2,0,Grise,0,5.2,Autre,14.2,10.2,523
1010,36.2,0,Grise,0,5.2,Autre,14.2,10.2,523
1045,30.7,0,Bleue,0,5.52,Polygonale,10.55,14.09,459
1074,94.2,0,Translucide,0,0,,0,0,0
1226,25.3,0,Jaune,0,5.25,Rectangulaire_Carré,9.32,9.32,455
1232,27.4,0,Jaune,0,5.12,Rectangulaire_Carré,9.34,9.34,448
1233,22.8,0,Jaune,0,5.34,Rectangulaire_Carré,9.32,9.32,384
1234,19.8,0,Rose,0,5.21,Rectangulaire_Carré,9.35,9.35,458
1235,21.3,0,Rose,0,5.16,Rectangulaire_Carré,9.3,9.3,458
1236,27,0,Rose,0,5.24,Rectangulaire_Carré,9.34,9.34,475
1254,29.1,0,Bleue,0,3.93,Autre,12.01,12.01,404
1255,29.1,0,Bleue,0,3.93,Autre,12.01,12.01,404
1256,29.1,0,Bleue,0,3.93,Autre,12.01,12.01,404
1257,29.1,0,Bleue,0,3.93,Autre,12.01,12.01,404
1258,29.1,0,Bleue,0,3.93,Autre,12.01,12.01,404
1355,59.3,0,Grise,0,5.69,Triangulaire,9.07,10.05,316
1356,59.3,0,Grise,0,5.69,Triangulaire,9.07,10.05,316
1357,59.3,0,Grise,0,5.69,Triangulaire,9.07,10.05,316
1358,59.3,0,Grise,0,5.69,Triangulaire,9.07,10.05,316
1359,59.3,0,Grise,0,5.69,Triangulaire,9.07,10.05,316
1430,24.6,0,Rose,10.1,4.8,Circulaire,0,0,402
1431,29.5,0,Rose,10.1,4.8,Circulaire,0,0,402
1432,29.5,0,Rose,10.1,4.8,Circulaire,0,0,402
1433,37.6,0,Grise,0,4.6,Polygonale,10.1,11.5,484
1434,40.8,0,Grise,0,4.6,Polygonale,10.1,11.5,484
1435,40.8,0,Grise,0,4.6,Polygonale,10.1,11.5,484
1459,90,0,Beige,0,0,,0,0,0
1592,0,0,Blanc Cassé,0,0,,0,0,0
1899,0,0,Grise,0,4,Polygonale,10.6,10.6,439
1900,0,0,Grise,0,4,Polygonale,10.6,10.6,439
1901,0,0,Grise,0,0,,0,0,269
1902,0,0,Beige,0,0,,0,0,0
1903,0,0,Beige,0,0,,0,0,0
1904,0,0,Beige,0,0,,0,0,0
1905,0,0,Beige,0,0,,0,0,0
1906,0,0,Beige,0,0,,0,0,0
1907,0,0,Beige,0,0,,0,0,0
1908,0,0,Blanc Cassé,0,0,,0,0,0
1930,89,0,Translucide,0,0,,0,0,0
1960,38.5,0,Rose,0,4.13,Autre,12.23,12.33,488
1961,38.5,0,Rose,0,4.13,Autre,12.23,12.33,488
1962,0,0,Bleue,0,4.75,Rectangulaire_Carré,9.16,9.16,469
1963,0,0,Bleue,0,4.75,Rectangulaire_Carré,9.16,9.16,469
1964,27,0,Marron,0,5.35,Autre,14.1,10.1,558
1965,27,0,Marron,0,5.35,Autre,14.1,10.1,558
1966,24,0,Grise,0,4.64,Autre,11.44,10.15,528
1967,24,0,Grise,0,4.64,Autre,11.44,10.15,528
1983,49,0,Bleue,0,9.07,Autre,11.11,9.14,518
1984,43,0,Orange,0,5.79,Autre,11.18,10.68,502
1985,47,0,Bleue,0,5.15,Polygonale,9.78,13.55,489
2012,57,0,Grise,0,5.75,Autre,12.14,8.68,470
2013,57,0,Grise,0,5.75,Autre,12.14,8.68,470
2014,57,0,Grise,0,5.75,Autre,12.14,8.68,470
2022,43,0,Rose,0,4.9,Autre,11,9.95,400
2023,43,0,Rose,0,4.9,Autre,11,9.95,400
2024,43,0,Rose,0,4.9,Autre,11,9.95,400
2066,34,0,Orange,0,5.46,Polygonale,7.12,11.67,462
2067,34,0,Orange,0,5.46,Polygonale,7.12,11.67,462
2068,34,0,Orange,0,5.46,Polygonale,7.12,11.67,462
2069,34,0,Orange,0,5.23,Polygonale,6.02,11.54,446
2071,32,0,Bleue,0,4.84,Autre,13.11,12.79,535
2072,32,0,Bleue,0,4.84,Autre,13.11,12.79,535
2073,32,0,Bleue,0,4.84,Autre,13.11,12.79,535
2145,0,0,Bleue,0,4.55,Rectangulaire_Carré,9.11,9.11,475
2146,0,0,Bleue,0,4.55,Rectangulaire_Carré,9.11,9.11,475
2147,0,0,Bleue,0,4.55,Rectangulaire_Carré,9.11,9.11,475
2187,0,0,Blanche,0,0,,0,0,0
2188,0,0,Blanche,0,0,,0,0,0
2189,0,0,Bleue,0,4.47,Triangulaire,9.7,13.6,431
2190,0,0,Bleue,0,4.47,Triangulaire,9.7,13.6,431
2191,0,0,Bleue,0,4.47,Triangulaire,9.7,13.6,431
2192,0,0,Bleue,0,5.5,Autre,12.1,8.1,420
2193,0,0,Blanche,0,0,,0,0,0
2194,0,0,Rose,7.1,4.3,Circulaire,0,0,214
2195,0,0,Blanche,0,0,,0,0,0
2198,0,0,Blanc Cassé,0,0,,0,0,0
2202,51,0,Violet,0,4.64,Rectangulaire_Carré,9.07,9.07,448
2203,51,0,Violet,0,4.64,Rectangulaire_Carré,9.07,9.07,448
2204,51,0,Violet,0,4.64,Rectangulaire_Carré,9.07,9.07,448
2205,51,0,Violet,0,4.64,Rectangulaire_Carré,9.07,9.07,448
2206,52,0,Violet,0,4.72,Rectangulaire_Carré,9.06,9.06,456
2207,52,0,Violet,0,4.72,Rectangulaire_Carré,9.06,9.06,456
2208,52,0,Violet,0,4.72,Rectangulaire_Carré,9.06,9.06,456
2209,52,0,Violet,0,4.72,Rectangulaire_Carré,9.06,9.06,456
2210,52,0,Violet,0,4.72,Rectangulaire_Carré,9.06,9.06,456
2211,52,0,Violet,0,4.62,Rectangulaire_Carré,9.02,9.02,456
2221,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2222,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2223,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2224,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2225,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2226,0,0,Rose,0,5.5,Polygonale,7.1,11.7,490
2228,0,0,Rose,0,4.8,Autre,10.1,10.7,347.6
2250,29.5,0,Orange,0,3.42,Polygonale,13.44,15.18,585
2251,29.5,0,Orange,0,3.42,Polygonale,13.44,15.18,585
2364,0,0,Blanche,0,0,,0,0,0
2365,0,0,Blanche,0,0,,0,0,0
2378,58,0,Jaune,0,0,Polygonale,0,0,0
2379,58,0,Jaune,0,0,Polygonale,0,0,0
2415,75,0,Grise,0,4.7,Rectangulaire_Carré,8.1,8.1,363.4
2416,19.8,0,Grise,0,3.6,Autre,12.7,9.3,467.6
2417,29.4,0,Rose,0,5.1,Autre,9.8,9.3,337.1
2419,51.5,0,Violet,0,4.3,Autre,9.7,9.7,342.9
2421,52.3,0,Vert,0,4,Autre,11.5,8.8,201.5
2422,66.9,0,Rose,0,4.6,Rectangulaire_Carré,8.1,8.1,374.2
2500,67.3,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2501,71.6,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2502,62.5,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2503,62.5,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2504,62.5,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2505,62.5,0,Rose,0,5.4,Rectangulaire_Carré,9.4,9.4,525
2550,16.3,0,Rose,0,2.61,Autre,11.49,10.31,246
2554,58.8,0,Bleue,0,8.65,Triangulaire,12.1,5.24,393
2555,58.8,0,Bleue,0,8.65,Triangulaire,12.1,5.24,393
2630,35,0,Bleue,0,6.1,Polygonale,8.9,10.09,510
2631,35,0,Bleue,0,6.1,Polygonale,8.9,10.09,510
2632,35,0,Bleue,0,6.1,Polygonale,8.9,10.09,510
2633,35,0,Bleue,0,6.1,Polygonale,8.9,10.09,510
2634,35,0,Bleue,0,6.1,Polygonale,8.9,10.09,510
2652,0,0,Blanche,0,0,,0,0,0
2660,98.2,0,Beige,0,0,,0,0,0
2661,98.2,0,Beige,0,0,,0,0,0
2662,57,0,Grise,0,5.7,Autre,12.14,8.1,452
2663,57,0,Grise,0,5.7,Autre,12.14,8.1,452
2697,7.3,0,Rouge,8.04,4.12,Circulaire,0,0,305
2702,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2703,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2704,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2705,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2706,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2707,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2708,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2709,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2710,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2711,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2712,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2713,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2714,27.7,0,Orange,0,4.96,Rectangulaire_Carré,7.1,12.14,411
2715,28.1,0,Orange,0,4.91,Rectangulaire_Carré,7.18,12.24,392
2716,28.1,0,Orange,0,4.91,Rectangulaire_Carré,7.18,12.24,392
2717,28.1,0,Orange,0,4.91,Rectangulaire_Carré,7.18,12.24,392
2718,28.1,0,Orange,0,4.91,Rectangulaire_Carré,7.18,12.24,392
2719,28.1,0,Orange,0,4.91,Rectangulaire_Carré,7.18,12.24,392
2720,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2721,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2722,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2723,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2724,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2725,37.5,0,Rouge,0,4.94,Rectangulaire_Carré,7.11,12.14,421
2728,39.6,0,Bleue,0,4.84,Rectangulaire_Carré,7.1,12.13,408
2729,39.6,0,Bleue,0,4.84,Rectangulaire_Carré,7.1,12.13,408
2730,39.6,0,Bleue,0,4.84,Rectangulaire_Carré,7.1,12.13,408
2734,36.5,0,Bleue,0,4.72,Rectangulaire_Carré,7.16,12.2,404
2735,36.5,0,Bleue,0,4.72,Rectangulaire_Carré,7.16,12.2,404
2736,16.6,0,Vert,0,5.01,Rectangulaire_Carré,7.12,12.16,410
2737,16.6,0,Vert,0,5.01,Rectangulaire_Carré,7.12,12.16,410
2738,16.6,0,Vert,0,5.01,Rectangulaire_Carré,7.12,12.16,410
2739,16.6,0,Vert,0,5.01,Rectangulaire_Carré,7.12,12.16,410
2740,26.5,0,Vert,0,5.07,Rectangulaire_Carré,7.11,12.14,417
2741,26.5,0,Vert,0,5.07,Rectangulaire_Carré,7.11,12.14,417
2742,26.5,0,Vert,0,5.07,Rectangulaire_Carré,7.11,12.14,417
2743,56.4,0,Grise,0,4.28,Rectangulaire_Carré,12.13,8.11,502
2744,56.4,0,Grise,0,4.28,Rectangulaire_Carré,12.13,8.11,502
2745,56.5,0,Rose,0,4.55,Rectangulaire_Carré,8.15,12.17,489
2746,56.5,0,Rose,0,4.55,Rectangulaire_Carré,8.15,12.17,489
2756,0,0,Violet,0,4.9,Polygonale,10,9,437
2757,0,0,Violet,0,4.9,Polygonale,10,9,437
2758,0,0,Violet,0,4.9,Polygonale,10,9,437
2763,57,0,Rose,0,4.9,Autre,7,13,343.8
2764,57,0,Rose,0,4.9,Autre,7,13,343.8
2765,57,0,Rose,0,4.9,Autre,7,13,343.8
2766,57,0,Rose,0,4.9,Autre,7,13,343.8
2767,57,0,Rose,0,4.9,Autre,7,13,343.8
2878,58,0,Jaune,0,0,Polygonale,0,0,0
2879,58,0,Jaune,0,0,Polygonale,0,0,0
2900,28.9,0,Bleue,0,5.9,Autre,15.16,10.23,646
2901,28.9,0,Bleue,0,5.9,Autre,15.16,10.23,646
2902,28.9,0,Bleue,0,5.9,Autre,15.16,10.23,646
2986,0,0,Blanc Cassé,0,0,,0,0,0
3039,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3040,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3041,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3042,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3043,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3044,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3045,25,0,Vert,0,6.17,Autre,11.17,9.12,474
3046,24,0,Vert,0,6.17,Autre,11.17,9.12,485
3047,24,0,Vert,0,6.17,Autre,11.17,9.12,485
3051,29,0,Bleue,10.11,5.32,Circulaire,0,0,489
3052,88,0,Translucide,0,0,,0,0,0
3054,93,0,Translucide,0,0,,0,0,0
3057,91,0,Translucide,0,0,,0,0,0
3075,0,0,Translucide,0,0,,0,0,0
3084,0,0,Translucide,0,0,,0,0,0
3106,37,0,Bleue,0,5.57,Autre,11.09,11.79,536
3107,91,0,Translucide,0,0,,0,0,0
3242,0,0,Rose,0,0,Rectangulaire_Carré,0,0,219.5
3250,94.7,0,Blanc Cassé,0,0,,0,0,0
3353,31.9,0,Bleue,0,4.99,Polygonale,8.7,12.11,430
3483,0,0,Rose,0,5.6,Autre,11.2,11.2,503
3484,0,0,Rose,0,5.6,Autre,11.2,11.2,503
3558,95.9,0,Beige,0,0,,0,0,0
3595,20.2,0,Vert,0,5.02,Rectangulaire_Carré,7.12,12.18,413
3596,20.2,0,Vert,0,5.02,Rectangulaire_Carré,7.12,12.18,413
3597,20.2,0,Vert,0,5.02,Rectangulaire_Carré,7.12,12.18,413
3598,20.2,0,Vert,0,5.02,Rectangulaire_Carré,7.12,12.18,413
3599,20.2,0,Vert,0,5.02,Rectangulaire_Carré,7.12,12.18,413
3624,31,0,Bleue,0,6,Autre,13.2,9.9,463
3625,43,0,Vert,0,4.3,Autre,11.7,11,365
3626,42,0,Rose,0,5.2,Polygonale,10.4,7.6,309
3627,34,0,Violet,0,4,Rectangulaire_Carré,12.3,7.2,366
3634,0,0,Jaune,0,5,Triangulaire,12,11,486
3635,0,0,Jaune,0,0,,0,0,0
3636,0,0,Orange,0,5,Polygonale,8,9,301
3640,0,0,Blanche,0,0,,0,0,0
3822,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3823,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3824,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3825,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3826,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3827,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3828,0,0,Bleue,0,5.4,Polygonale,10.7,9.6,479
3892,26.3,0,Rose,0,5.53,Autre,14.85,10.25,522
3995,0,0,Beige,0,0,,0,0,0
3996,0,0,Beige,0,0,,0,0,0
3998,0,0,Blanc Cassé,0,0,,0,0,0
3999,0,0,Violet,0,4.8,Polygonale,14.8,11.1,480
4000,0,0,Violet,0,4.8,Polygonale,14.8,11.1,480
4001,0,0,Rose,0,4.3,Rectangulaire_Carré,0,6.1,176.6
4039,34.4,0,Bleue,0,4.81,Autre,13.18,13.14,513
4040,34.4,0,Bleue,0,4.81,Autre,13.18,13.14,513
4041,52.8,0,Rose,9.62,4.78,Circulaire,0,0,348
4042,52.8,0,Rose,9.62,4.78,Circulaire,0,0,348
4077,43.5,0,Vert,0,4.98,Rectangulaire_Carré,5.07,14.16,418
4078,38.8,0,Autre,0,5.16,Autre,10.16,10.53,432.8
4375,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4376,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4377,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4378,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4379,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4380,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4381,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4382,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4383,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4384,0,0,Violet,0,4.9,Polygonale,15.3,11.1,502
4420,23.9,0,Vert,0,5.58,Autre,11.14,11.5,606
4421,23.9,0,Vert,0,5.58,Autre,11.14,11.5,606
4422,23.9,0,Vert,0,5.58,Autre,11.14,11.5,606
4423,23.9,0,Vert,0,5.58,Autre,11.14,11.5,606
4424,23.9,0,Vert,0,5.58,Autre,11.14,11.5,606
4425,15.5,0,Rose,0,4.36,Rectangulaire_Carré,6.12,11.15,329
4426,15.5,0,Rose,0,4.36,Rectangulaire_Carré,6.12,11.15,329
4427,99.7,0,Beige,0,0,,0,0,0
4491,22.9,0,Rose,0,5.64,Autre,14.17,10.16,544
4499,93.6,0,Beige,0,0,,0,0,0
4525,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4526,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4527,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4528,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4529,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4530,29.7,0,Jaune,0,5.94,Autre,11.45,9.36,471
4553,24.6,0,Rose,10.16,5.03,Circulaire,0,0,398
4579,47.8,0,Beige,0,0,,0,0,0
4622,18,0,Grise,0,0,,0,0,0
4631,85.1,0,Blanc Cassé,0,0,,0,0,0
4731,0,0,Translucide,0,0,,0,0,0
4732,0,0,Translucide,0,0,,0,0,0
4808,0,0,Vert,0,0,Polygonale,0,0,207
4809,0,0,Jaune,0,0,,0,0,0
4909,37.3,0,Bleue,0,3.89,Autre,11.28,15.23,467
4910,37.3,0,Bleue,0,3.89,Autre,11.28,15.23,467
4911,37.3,0,Bleue,0,3.89,Autre,11.28,15.23,467
4912,37.3,0,Bleue,0,3.89,Autre,11.28,15.23,467
4930,0,0,Jaune,8,6.1,Circulaire,0,0,413
4931,0,0,Rose,0,5.9,Autre,8.2,11,418
4932,0,0,Beige,0,0,,0,0,0
4981,93,0,Beige,0,0,,0,0,0
4982,49,0,Grise,0,5.65,Autre,12.19,8.91,454
4983,49,0,Grise,0,5.65,Autre,12.19,8.91,454
4984,49,0,Grise,0,5.65,Autre,12.19,8.91,454
5025,57,0,Grise,0,6.1,Autre,12.12,9.18,468
5026,57,0,Grise,0,6.1,Autre,12.12,9.18,468
5034,43,0,Bleue,0,0,,0,0,0
5035,43,0,Bleue,0,0,,0,0,0
5055,32,0,Orange,0,3.25,Polygonale,11.58,13.08,423.6
